user_id,page_name,time_spent
1086,"['Spinal_nerve', 'Merkel_cell', 'Skeletal_muscle', 'Tonsil', 'Urinary_incontinence']","[2044.0000000000002, 3540.0, 2563.0, 1961.0000000000002, 0.0]"
1087,"['Lymphatic_vessel', 'Pulmonary_alveolus', 'Stomach', 'Respiratory_tract', 'Gland']","[2484.0, 784.0, 2313.0, 2562.0, 0.0]"
1088,"['Epidermis', 'Skeletal_animation', 'Reproductive_success', 'Sebaceous_gland', 'Vein']","[2566.0, 1618.0, 1609.0, 1339.0, 0.0]"
1089,"['Root_of_the_lung', 'Muscle', 'Facial_skeleton', 'Urinary_bladder_disease', 'Merkel_cell']","[2756.0, 2563.0, 183.0, 1022.0000000000001, 0.0]"
1090,"['Nasal_cavity', 'Blood', 'Keratinocyte', 'Atrium_(heart)', 'Cerebellum']","[2915.0, 392.0, 2082.0, 1719.0, 0.0]"
1091,"['Paranasal_sinuses', 'Lymphatic_system', 'Cranial_nerves', 'Superior_vena_cava', 'Enteric_nervous_system']","[2391.0, 117.00000000000001, 612.0, 2781.0, 0.0]"
1092,"['Langerhans_cell', 'Salivary_gland', 'Peripheral_nervous_system', 'Central_nervous_system', 'Sex_organ']","[1435.0, 2795.0, 2925.0, 3523.0, 0.0]"
1093,"['Heart', 'Bone_marrow', 'Neural_pathway', 'Pulmonary_circulation', 'Brainstem']","[2735.0, 375.0, 1137.0, 2339.0, 0.0]"
1094,"['Peripheral_nervous_system', 'Bronchus', 'Reproductive_rights', 'Medulla_oblongata', 'Stratum_corneum']","[2653.0, 80.0, 2322.0, 2863.0, 0.0]"
1095,"['Reproductive_coercion', 'Dermis', 'Reproductive_coercion', 'Parathyroid_gland', 'Mammary_gland']","[873.0, 2127.0, 854.0, 2895.0, 0.0]"
1096,"['Langerhans_cell', 'Urinary_bladder_disease', 'Portal_venous_system', 'Prostate', 'Brain']","[552.0, 3067.0, 1508.0, 963.0000000000001, 0.0]"
1097,"['Blood_vessel', 'Reproductive_success', 'Pleural_cavity', 'Blood_vessel', 'Langerhans_cell']","[559.0, 2032.0000000000002, 773.0, 2918.0, 0.0]"
1098,"['Spleen', 'Stratified_squamous_epithelium', 'Urine_test_strip', 'B_cell', 'Langerhans_cell']","[3205.0, 2348.0, 2462.0, 2676.0, 0.0]"
1099,"['Kidney', 'Stratum_spinosum', 'Esophagus', 'Spinal_nerve', 'Dermis']","[1203.0, 1597.0, 1575.0, 1184.0, 0.0]"
1100,"['Cerebral_cortex', 'Larynx', 'Portal_venous_system', 'Pancreas', 'Red_blood_cell']","[1389.0, 113.0, 3191.0, 3452.0, 0.0]"
1101,"['Heart', 'Dendrite', 'Stratum_corneum', 'Salivary_gland', 'Circulatory_system']","[885.0, 2615.0, 2993.0, 907.0, 0.0]"
1102,"['Starling_equation', 'Epithelium', 'Human_reproductive_system', 'Stratum_basale', 'Nutrient']","[131.0, 3415.0, 1364.0, 2454.0, 0.0]"
1103,"['Motor_nerve', 'Adrenal_gland', 'Gland', 'Dendrite', 'Reproductive_System']","[911.0, 3243.0, 2345.0, 1531.0, 0.0]"
1104,"['Bacteria', 'Starling_equation', 'Cardiac_muscle', 'Urination', 'Digestion']","[877.0, 438.0, 693.0, 474.00000000000006, 0.0]"
1105,"['Root_of_the_lung', 'Reproductive_isolation', 'Thymus', 'Urinary_catheterization', 'Urinary_bladder_disease']","[891.0, 1694.0, 2773.0, 3226.0, 0.0]"
1106,"['Medulla_oblongata', 'Arterial_tree', 'Aorta', 'Digestion', 'Pleural_cavity']","[1209.0, 2001.0000000000002, 1822.0, 3082.0, 0.0]"
1107,"['Reproductive_System', 'Loose_connective_tissue', 'Neuron', 'Vein', 'Gallbladder']","[3049.0, 2819.0, 2681.0, 947.0000000000001, 0.0]"
1108,"['Ovary', 'Reproductive_biology', 'Reproductive_isolation', 'Langerhans_cell', 'Capillary']","[3516.0, 729.0, 2700.0, 2776.0, 0.0]"
1109,"['Blood_plasma', 'Apoptosis', 'Axon', 'Blood_vessel', 'Enteric_nervous_system']","[313.0, 1404.0, 3275.0, 2617.0, 0.0]"
1110,"['Lymphatic_system', 'Sweat_gland', 'Arterial_tree', 'Mucous_membrane', 'Pituitary_gland']","[3259.0, 1831.0000000000002, 1277.0, 2633.0, 0.0]"
1111,"['Pancreas', 'Stomach', 'Urinary_meatus', 'Cerebellum', 'Reproductive_success']","[3342.0, 1824.0, 1000.0000000000001, 3416.0, 0.0]"
1112,"['Langerhans_cell', 'Node_of_Ranvier', 'Hypha', 'Urinary_tract_obstruction', 'Urinary_retention']","[1774.0, 3222.0, 2486.0, 2616.0, 0.0]"
1113,"['Muscle_relaxant', 'Heart', 'Blood_plasma', 'Aorta', 'Arterial_tree']","[1309.0, 3429.0, 2919.0, 748.0, 0.0]"
1114,"['Root_of_the_lung', 'Cranial_nerves', 'Spinal_nerve', 'Mouth', 'Skeletal_System']","[2505.0, 649.0, 3008.0, 577.0, 0.0]"
1115,"['Reproductive_success', 'Thymus', 'Skeletal_muscle', 'Urinary_tract_obstruction', 'Urinary_tract_obstruction']","[1553.0, 2770.0, 2936.0, 204.0, 0.0]"
1116,"['Pharynx', 'Blood_vessel', 'Urinary_catheterization', 'Lung', 'Bacteria']","[943.0000000000001, 1757.0, 2281.0, 2525.0, 0.0]"
1117,"['Smooth_muscle', 'Apoptosis', 'Cerebral_cortex', 'Sex_organ', 'Ceruminous_gland']","[2689.0, 2738.0, 2821.0, 3168.0, 0.0]"
1118,"['Red_blood_cell', 'Kidney', 'Duodenum', 'Facial_skeleton', 'Sympathetic_nervous_system']","[1301.0, 1264.0, 1570.0, 981.0000000000001, 0.0]"
1119,"['Cardiac_muscle', 'Pharynx', 'Pulmonary_pleurae', 'Pulmonary_circulation', 'Blood']","[3126.0, 2263.0, 1136.0, 477.00000000000006, 0.0]"
1120,"['Spinal_nerve', 'Mouth', 'Urinary_anti-infective_agent', 'Neural_pathway', 'Spinal_cord']","[551.0, 1434.0, 118.00000000000001, 2054.0, 0.0]"
1121,"['Prefrontal_cortex', 'Root_of_the_lung', 'Melanocyte', 'Heart', 'Liver']","[2425.0, 131.0, 2817.0, 3018.0, 0.0]"
1122,"['Keratin', 'Axon', 'Nasal_cavity', 'Cecum', 'Skin']","[366.0, 1232.0, 800.0, 100.0, 0.0]"
1123,"['Paranasal_sinuses', 'Programmed_cell_death', 'Artery', 'Gut_microbiota', 'Male_reproductive_system']","[2247.0, 174.0, 2321.0, 1471.0, 0.0]"
1124,"['Bone_marrow', 'Suspensory_muscle_of_duodenum', 'Urinary_diversion', 'Neural_pathway', 'Urinary_tract_obstruction']","[1378.0, 2660.0, 1705.0, 2110.0, 0.0]"
1125,"['Dermis', 'Human_skeleton', 'Urinary_retention', 'Motor_nerve', 'Nutrient']","[1130.0, 831.0, 1462.0, 856.0, 0.0]"
1126,"['Neuron', 'Artery', 'Blood_vessel', 'Loose_connective_tissue', 'Salivary_gland']","[498.00000000000006, 437.0, 2041.0000000000002, 121.00000000000001, 0.0]"
1127,"['Programmed_cell_death', 'Stratum_corneum', 'Nose', 'Urinary_tract_obstruction', 'Bacteria']","[2758.0, 3173.0, 2173.0, 2468.0, 0.0]"
1128,"['Mucous_membrane', 'Thymus', 'Neural_pathway', 'Skin', 'Platelet']","[2064.0, 799.0, 3425.0, 1210.0, 0.0]"
1129,"['Hypothalamus', 'B_cell', 'Glia', 'Urinary_catheterization', 'Exocrine_gland']","[2971.0, 3519.0, 1475.0, 530.0, 0.0]"
1130,"['Jejunum', 'Human_skeleton', 'Ceruminous_gland', 'Synapse', 'Node_of_Ranvier']","[2916.0, 3042.0, 2944.0, 3198.0, 0.0]"
1131,"['Ileum', 'Spinal_nerve', 'Lymph_node', 'Capillary', 'Spinal_nerve']","[1382.0, 247.00000000000003, 1120.0, 2814.0, 0.0]"
1132,"['Larynx', 'Mucous_membrane', 'Blood_plasma', 'Epidermis', 'Programmed_cell_death']","[2823.0, 2206.0, 2628.0, 429.0, 0.0]"
1133,"['Gland', 'Nostril', 'Nose', 'Hypha', 'Epithelium']","[125.00000000000001, 1972.0000000000002, 304.0, 936.0000000000001, 0.0]"
1134,"['Cranial_nerves', 'Ceruminous_gland', 'Trachea', 'B_cell', 'Thoracic_diaphragm']","[3101.0, 3201.0, 522.0, 145.0, 0.0]"
1135,"['Stratum_basale', 'Blood_plasma', 'Cranial_nerves', 'Atrium_(heart)', 'Trachea']","[2993.0, 3115.0, 1369.0, 438.0, 0.0]"
1136,"['Bronchiole', 'Hair', 'Thoracic_diaphragm', 'Respiratory_System', 'Prefrontal_cortex']","[3417.0, 2935.0, 848.0, 1850.0000000000002, 0.0]"
1137,"['Dendrite', 'Skin', 'Stratified_squamous_epithelium', 'Glia', 'Thoracic_diaphragm']","[447.0, 1253.0, 3107.0, 2776.0, 0.0]"
1138,"['Inferior_vena_cava', 'Reproductive_rights', 'Great_vessels', 'Atrium_(heart)', 'Urinary_cast']","[2453.0, 2301.0, 653.0, 290.0, 0.0]"
1139,"['Bronchus', 'Axon', 'Blood_plasma', 'Pulmonary_alveolus', 'Mucus']","[1457.0, 2018.0000000000002, 3061.0, 2170.0, 0.0]"
1140,"['Pharynx', 'Reproductive_isolation', 'Spinal_cord', 'Hair', 'Bronchiole']","[2516.0, 1600.0, 2452.0, 2966.0, 0.0]"
1141,"['Exocrine_gland', 'Bronchus', 'Hypothalamus', 'Digestion', 'Stratum_spinosum']","[2006.0000000000002, 949.0000000000001, 1903.0000000000002, 141.0, 0.0]"
1142,"['Melanocyte', 'Axon', 'Exocrine_gland', 'Glia', 'Blood']","[1570.0, 1746.0, 748.0, 1688.0, 0.0]"
1143,"['Duodenum', 'Sympathetic_nervous_system', 'Central_nervous_system', 'Motor_nerve', 'Parathyroid_gland']","[2252.0, 1045.0, 749.0, 1425.0, 0.0]"
1144,"['Spinal_nerve', 'Exocrine_gland', 'Reproductive_isolation', 'Hair', 'Skeletonization']","[558.0, 3547.0, 2664.0, 2121.0, 0.0]"
1145,"['Stratum_corneum', 'Aorta', 'Large_intestine', 'Gastrointestinal_tract', 'Subcutaneous_tissue']","[266.0, 1060.0, 3052.0, 3008.0, 0.0]"
1146,"['Nutrient', 'Superior_vena_cava', 'Thyroid', 'The_Skeleton_Key', 'Liver']","[3351.0, 3112.0, 2255.0, 3450.0, 0.0]"
1147,"['Human_musculoskeletal_system', 'Tissue_(biology)', 'Circulatory_system', 'Axial_skeleton', 'Muscle_relaxant']","[2745.0, 3445.0, 1315.0, 375.0, 0.0]"
1148,"['Trachea', 'Anus', 'Pleural_cavity', 'Parathyroid_gland', 'Lymph_node']","[2879.0, 524.0, 3027.0, 1648.0, 0.0]"
1149,"['The_Skeleton_Key', 'Node_of_Ranvier', 'Protein', 'Appendicular_skeleton', 'Great_vessels']","[1896.0000000000002, 2503.0, 244.00000000000003, 2100.0, 0.0]"
1150,"['Spinal_nerve', 'Atrium_(heart)', 'Synapse', 'Exocrine_gland', 'Gallbladder']","[3381.0, 469.00000000000006, 2284.0, 117.00000000000001, 0.0]"
1151,"['Small_intestine', 'Cardiac_muscle', 'Anus', 'Protein', 'Reproductive_success']","[3433.0, 226.0, 3151.0, 2981.0, 0.0]"
1152,"['Axon_terminal', 'Lung', 'Skeletal_muscle', 'Pancreas', 'Pancreas']","[612.0, 3358.0, 363.0, 315.0, 0.0]"
1153,"['Glia', 'Duodenum', 'Starling_equation', 'Urinary_meatus', 'Stratum_granulosum']","[2875.0, 607.0, 2194.0, 735.0, 0.0]"
1154,"['Skeletonization', 'Gallbladder', 'Skeletal_animation', 'White_blood_cell', 'Paranasal_sinuses']","[2901.0, 2177.0, 1490.0, 1675.0, 0.0]"
1155,"['Thoracic_diaphragm', 'Human_reproductive_system', 'Stromal_cell', 'Ceruminous_gland', 'Central_nervous_system']","[1003.0000000000001, 1174.0, 3342.0, 2975.0, 0.0]"
1156,"['Central_nervous_system', 'Cerebral_cortex', 'Pancreas', 'Melanocyte', 'Skin']","[1930.0000000000002, 2513.0, 2975.0, 2766.0, 0.0]"
1157,"['Bronchiole', 'Esophagus', 'Duodenum', 'Kidney', 'Thyroid']","[1770.0, 1654.0, 1599.0, 2513.0, 0.0]"
1158,"['Urination', 'Mammary_gland', 'Urination', 'Brain', 'Neuron']","[1712.0, 1816.0, 1598.0, 1870.0000000000002, 0.0]"
1159,"['Spinal_cord', 'Basement_membrane', 'Skeletal_System', 'Large_intestine', 'Anus']","[2925.0, 2351.0, 2580.0, 252.00000000000003, 0.0]"
1160,"['Integumentary_system', 'Tonsil', 'Tonsil', 'Blood_vessel', 'Digestion']","[440.0, 786.0, 881.0, 2491.0, 0.0]"
1161,"['Mouth', 'Mouth', 'Prefrontal_cortex', 'Stratum_spinosum', 'Cecum']","[1682.0, 92.0, 2665.0, 3242.0, 0.0]"
1162,"['Ovary', 'Mucous_membrane', 'Nail_(anatomy)', 'Integumentary_system', 'Loose_connective_tissue']","[842.0, 2170.0, 1331.0, 3380.0, 0.0]"
1163,"['Mucous_membrane', 'Heart', 'Platelet', 'Urinary_tract_obstruction', 'Cranial_nerves']","[955.0000000000001, 1981.0000000000002, 1108.0, 3479.0, 0.0]"
1164,"['Stromal_cell', 'Axial_skeleton', 'Stratified_squamous_epithelium', 'Larynx', 'Reproductive_System']","[1031.0, 1365.0, 1167.0, 2506.0, 0.0]"
1165,"['Sensory_nerve', 'Urinary_bladder_disease', 'Ileum', 'Human_skeleton', 'Skeletal_animation']","[1859.0000000000002, 2008.0000000000002, 950.0000000000001, 3505.0, 0.0]"
1166,"['Stratified_squamous_epithelium', 'Nutrient', 'Stratum_spinosum', 'Trachea', 'Stromal_cell']","[1684.0, 1943.0000000000002, 3213.0, 1038.0, 0.0]"
1167,"['Merkel_cell', 'Sex_organ', 'Human_skeleton', 'Appendicular_skeleton', 'Urinary_retention']","[3082.0, 3532.0, 2124.0, 472.00000000000006, 0.0]"
1168,"['Parathyroid_gland', 'Lacrimal_gland', 'Reproductive_biology', 'Stratum_granulosum', 'Neural_circuit']","[563.0, 104.0, 578.0, 3284.0, 0.0]"
1169,"['Dendrite', 'Superior_vena_cava', 'Mouth', 'Thymus', 'Sex_organ']","[1433.0, 1402.0, 3342.0, 1379.0, 0.0]"
1170,"['Salivary_gland', 'Neuron', 'Mucous_membrane', 'Sweat_gland', 'Stratified_squamous_epithelium']","[1711.0, 2233.0, 527.0, 535.0, 0.0]"
1171,"['Parasympathetic_nervous_system', 'Motor_nerve', 'Ceruminous_gland', 'Neural_pathway', 'Male_reproductive_system']","[2854.0, 72.0, 787.0, 667.0, 0.0]"
1172,"['Heart', 'Anus', 'Dermis', 'Coronary_circulation', 'Soma_(biology)']","[1685.0, 2635.0, 321.0, 2793.0, 0.0]"
1173,"['Urinary_System', 'White_blood_cell', 'Ovary', 'Myelin', 'Blood']","[312.0, 842.0, 3444.0, 2057.0, 0.0]"
1174,"['Mucous_membrane', 'Merkel_cell', 'Urine_test_strip', 'Lung', 'Platelet']","[226.0, 3142.0, 406.0, 1021.0000000000001, 0.0]"
1175,"['Urinary_cast', 'Dermis', 'Blood_vessel', 'Blood', 'Neural_circuit']","[3184.0, 1796.0, 2290.0, 1764.0, 0.0]"
1176,"['Kidney', 'Arterial_tree', 'Tonsil', 'Mammary_gland', 'Schwann_cell']","[2115.0, 3107.0, 3031.0, 2660.0, 0.0]"
1177,"['Protein', 'Melanocyte', 'Reproductive_rights', 'Bacteria', 'Capillary']","[3181.0, 1103.0, 2528.0, 1792.0, 0.0]"
1178,"['Melanocyte', 'Pituitary_gland', 'Sebaceous_gland', 'Aorta', 'Lymph_node']","[622.0, 1549.0, 447.0, 680.0, 0.0]"
1179,"['Mouth', 'Respiratory_tract', 'Blood_plasma', 'Nutrient', 'Nasal_cavity']","[2434.0, 597.0, 1057.0, 3042.0, 0.0]"
1180,"['Liver', 'Human_skeleton', 'Hypha', 'Female_reproductive_system', 'Digestion']","[2246.0, 3450.0, 706.0, 850.0, 0.0]"
1181,"['Thoracic_diaphragm', 'Dermis', 'Arterial_tree', 'Axon_terminal', 'Appendicular_skeleton']","[3292.0, 1260.0, 753.0, 3272.0, 0.0]"
1182,"['Brain', 'T_cell', 'Platelet', 'Mammary_gland', 'Subcutaneous_tissue']","[60.00000000000001, 2069.0, 928.0000000000001, 2093.0, 0.0]"
1183,"['Lymphatic_system', 'Stomach', 'Pituitary_gland', 'Female_reproductive_system', 'Cerebellum']","[1752.0, 673.0, 2219.0, 1159.0, 0.0]"
1184,"['Tonsil', 'Brain', 'Ovary', 'Blood_plasma', 'Mucous_membrane']","[1136.0, 442.0, 2909.0, 1889.0000000000002, 0.0]"
1185,"['Small_intestine', 'Stratified_squamous_epithelium', 'Digestion', 'Brain', 'Digestion']","[632.0, 124.00000000000001, 3323.0, 2776.0, 0.0]"
1186,"['Brainstem', 'Nail_(anatomy)', 'Muscle', 'Pharynx', 'Pulmonary_pleurae']","[1678.0, 579.0, 1361.0, 606.0, 0.0]"
1187,"['The_Skeleton_Key', 'Smooth_muscle', 'Sweat_gland', 'Neuron', 'Jejunum']","[1944.0000000000002, 1640.0, 2593.0, 1100.0, 0.0]"
1188,"['Gallbladder', 'Pharynx', 'Pulmonary_circulation', 'Arterial_tree', 'Skin']","[2856.0, 2834.0, 2408.0, 470.00000000000006, 0.0]"
1189,"['Blood_plasma', 'Duodenum', 'Capillary', 'Cranial_nerves', 'Central_nervous_system']","[1918.0000000000002, 1249.0, 3116.0, 1243.0, 0.0]"
1190,"['Ileum', 'Neural_pathway', 'T_cell', 'Ileum', 'Mouth']","[723.0, 696.0, 2181.0, 3465.0, 0.0]"
1191,"['Human_musculoskeletal_system', 'Gut_microbiota', 'Pituitary_gland', 'Dendrite', 'Stratum_basale']","[2388.0, 333.0, 1553.0, 3347.0, 0.0]"
1192,"['Facial_skeleton', 'Bacteria', 'Adrenal_gland', 'Sensory_nerve', 'Atrium_(heart)']","[1188.0, 2898.0, 1405.0, 2671.0, 0.0]"
1193,"['Tonsil', 'Skeletal_animation', 'Nose', 'Urination', 'Lacrimal_gland']","[2006.0000000000002, 3394.0, 257.0, 2306.0, 0.0]"
1194,"['Urinary_catheterization', 'Lymphatic_system', 'Lymphatic_system', 'Synapse', 'Artery']","[66.0, 2517.0, 1457.0, 1791.0, 0.0]"
1195,"['Respiratory_tract', 'Cranial_nerves', 'Loose_connective_tissue', 'Sweat_gland', 'Schwann_cell']","[2399.0, 366.0, 747.0, 424.0, 0.0]"
1196,"['Duodenum', 'Gastrointestinal_tract', 'Prostate', 'Mucous_membrane', 'Axon']","[299.0, 3312.0, 3574.0, 2421.0, 0.0]"
1197,"['Skeletal_animation', 'Reproductive_isolation', 'Apoptosis', 'Axon_terminal', 'Skeletal_muscle']","[3196.0, 73.0, 3561.0, 2232.0, 0.0]"
1198,"['Gastrointestinal_tract', 'Red_blood_cell', 'Salivary_gland', 'Nail_(anatomy)', 'Pancreas']","[2544.0, 2344.0, 871.0, 1090.0, 0.0]"
1199,"['Pulmonary_pleurae', 'Dendrite', 'Hypha', 'Pleural_cavity', 'Reproductive_System']","[1514.0, 2693.0, 635.0, 1993.0000000000002, 0.0]"
1200,"['Nervous_system', 'Basement_membrane', 'Sex_organ', 'Reproductive_biology', 'Anus']","[2258.0, 2417.0, 951.0000000000001, 3373.0, 0.0]"
1201,"['Keratinocyte', 'Synapse', 'Aorta', 'Skeletal_formula', 'Dermis']","[3278.0, 190.0, 3331.0, 1531.0, 0.0]"
1202,"['Blood', 'Urinary_cast', 'Skeletal_muscle', 'Axial_skeleton', 'Respiratory_tract']","[3093.0, 2702.0, 2142.0, 887.0, 0.0]"
1203,"['Urinary_cast', 'Keratinocyte', 'Respiratory_tract', 'Sex_organ', 'Hair']","[125.00000000000001, 120.00000000000001, 3144.0, 1115.0, 0.0]"
1204,"['Enteric_nervous_system', 'Digestion', 'Sensory_nerve', 'Epidermis', 'Circulatory_system']","[1807.0, 2459.0, 2956.0, 1075.0, 0.0]"
1205,"['Enteric_nervous_system', 'Sebaceous_gland', 'Enteric_nervous_system', 'Ceruminous_gland', 'Larynx']","[2876.0, 1224.0, 2414.0, 1351.0, 0.0]"
1206,"['Lymphocyte', 'Programmed_cell_death', 'Pituitary_gland', 'Human_skeleton', 'Neuron']","[2724.0, 994.0000000000001, 1709.0, 3086.0, 0.0]"
1207,"['Arterial_tree', 'Atrium_(heart)', 'Axon_terminal', 'Prefrontal_cortex', 'Mouth']","[2060.0, 3291.0, 1563.0, 1148.0, 0.0]"
1208,"['Soma_(biology)', 'Peripheral_nervous_system', 'Axon', 'Motor_nerve', 'Pulmonary_alveolus']","[2041.0000000000002, 2479.0, 1694.0, 1295.0, 0.0]"
1209,"['Reproductive_coercion', 'T_cell', 'Cerebellum', 'Ovary', 'Coronary_circulation']","[1329.0, 2968.0, 1039.0, 1397.0, 0.0]"
1210,"['Lymphatic_system', 'Salivary_gland', 'Pancreas', 'Female_reproductive_system', 'Programmed_cell_death']","[718.0, 2336.0, 1128.0, 2417.0, 0.0]"
1211,"['Stratum_spinosum', 'Brain', 'Sensory_nerve', 'Stratified_squamous_epithelium', 'Skeleton_in_the_closet']","[234.00000000000003, 993.0000000000001, 2547.0, 269.0, 0.0]"
1212,"['Skin', 'Lymph_node', 'Human_digestive_system', 'Male_reproductive_system', 'The_Skeleton_Key']","[1249.0, 1140.0, 1240.0, 2579.0, 0.0]"
1213,"['Melanocyte', 'Respiratory_System', 'Stratum_basale', 'Urinary_meatus', 'Motor_nerve']","[2444.0, 236.00000000000003, 715.0, 1532.0, 0.0]"
1214,"['Stratified_squamous_epithelium', 'Mucous_membrane', 'Ceruminous_gland', 'Nasal_cavity', 'Starling_equation']","[2257.0, 2351.0, 595.0, 2488.0, 0.0]"
1215,"['The_Skeleton_Key', 'Subcutaneous_tissue', 'Lymphatic_system', 'Ceruminous_gland', 'Skeleton_in_the_closet']","[3579.0, 3304.0, 1457.0, 1234.0, 0.0]"
1216,"['Blood_vessel', 'Glia', 'Stratum_corneum', 'Large_intestine', 'Cerebellum']","[1319.0, 1458.0, 607.0, 2369.0, 0.0]"
1217,"['Sebaceous_gland', 'Medulla_oblongata', 'Stromal_cell', 'Peripheral_nervous_system', 'Epithelium']","[646.0, 862.0, 79.0, 1114.0, 0.0]"
1218,"['Nostril', 'Nutrient', 'Lung', 'Paranasal_sinuses', 'Spinal_nerve']","[830.0, 1817.0, 1701.0, 2495.0, 0.0]"
1219,"['Red_blood_cell', 'Suspensory_muscle_of_duodenum', 'Lymphocyte', 'Motor_nerve', 'Blood_vessel']","[1308.0, 106.0, 690.0, 397.0, 0.0]"
1220,"['Epithelium', 'Urinary_catheterization', 'Human_musculoskeletal_system', 'Spleen', 'Stratum_spinosum']","[1232.0, 1502.0, 2294.0, 3443.0, 0.0]"
1221,"['Lymphocyte', 'Large_intestine', 'Neural_circuit', 'Appendicular_skeleton', 'Skeleton_in_the_closet']","[1582.0, 1146.0, 3520.0, 553.0, 0.0]"
1222,"['Heart', 'Thymus', 'Muscle_relaxant', 'Pulmonary_pleurae', 'Urinary_catheterization']","[3432.0, 3492.0, 160.0, 2270.0, 0.0]"
1223,"['Reproductive_isolation', 'Sensory_nerve', 'Trachea', 'Artery', 'Urinary_meatus']","[1756.0, 2882.0, 1969.0000000000002, 2079.0, 0.0]"
1224,"['Basement_membrane', 'Langerhans_cell', 'Thyroid', 'Urinary_System', 'Human_skeleton']","[1102.0, 1034.0, 523.0, 3307.0, 0.0]"
1225,"['Female_reproductive_system', 'Human_musculoskeletal_system', 'Skeletal_animation', 'Spleen', 'Thoracic_diaphragm']","[2885.0, 171.0, 2930.0, 2715.0, 0.0]"
1226,"['Keratinocyte', 'Stratified_squamous_epithelium', 'Skeleton_in_the_closet', 'Urinary_incontinence', 'Parasympathetic_nervous_system']","[2417.0, 2723.0, 1819.0, 165.0, 0.0]"
1227,"['Vein', 'Blood_vessel', 'Thymus', 'Anus', 'Gallbladder']","[1038.0, 2498.0, 2715.0, 3019.0, 0.0]"
1228,"['Skeletal_System', 'Salivary_gland', 'Soma_(biology)', 'Mouth', 'Skeletonization']","[3501.0, 1747.0, 2050.0, 3530.0, 0.0]"
1229,"['Stratified_squamous_epithelium', 'Node_of_Ranvier', 'Exocrine_gland', 'Root_of_the_lung', 'Urinary_catheterization']","[3449.0, 530.0, 3210.0, 2714.0, 0.0]"
1230,"['Sweat_gland', 'Medulla_oblongata', 'Ovary', 'Blood_vessel', 'Starling_equation']","[2867.0, 3065.0, 1942.0000000000002, 1320.0, 0.0]"
1231,"['Synapse', 'Reproductive_System', 'Pineal_gland', 'Synapse', 'Skeletal_System']","[1066.0, 353.0, 286.0, 2010.0000000000002, 0.0]"
1232,"['Kidney', 'Hair', 'Reproductive_coercion', 'Ceruminous_gland', 'Skeletal_formula']","[1969.0000000000002, 1443.0, 2484.0, 3329.0, 0.0]"
1233,"['Central_nervous_system', 'Human_digestive_system', 'B_cell', 'Thymus', 'Urine_test_strip']","[3203.0, 618.0, 3104.0, 1428.0, 0.0]"
1234,"['Cranial_nerves', 'Hypothalamus', 'Blood', 'Brainstem', 'Large_intestine']","[2020.0000000000002, 3178.0, 161.0, 1994.0000000000002, 0.0]"
1235,"['Suspensory_muscle_of_duodenum', 'Superior_vena_cava', 'Facial_skeleton', 'Blood_vessel', 'Anus']","[2152.0, 3467.0, 1592.0, 731.0, 0.0]"
1236,"['Urinary_System', 'Axon', 'Pituitary_gland', 'Coronary_circulation', 'Synapse']","[1397.0, 145.0, 3568.0, 137.0, 0.0]"
1237,"['Keratinocyte', 'Skeletal_animation', 'Myelin', 'Platelet', 'Axon_terminal']","[3325.0, 3110.0, 1017.0000000000001, 3017.0, 0.0]"
1238,"['Male_reproductive_system', 'Nostril', 'Hypothalamus', 'Schwann_cell', 'Urinary_retention']","[102.0, 1584.0, 1547.0, 1655.0, 0.0]"
1239,"['Neural_pathway', 'Axon_terminal', 'Muscle_relaxant', 'Urinary_incontinence', 'Skin']","[3195.0, 1599.0, 530.0, 461.00000000000006, 0.0]"
1240,"['Glia', 'Sweat_gland', 'Melanocyte', 'The_Skeleton_Key', 'Artery']","[3107.0, 2748.0, 1213.0, 154.0, 0.0]"
1241,"['Node_of_Ranvier', 'Arterial_tree', 'Loose_connective_tissue', 'Urinary_anti-infective_agent', 'Superior_vena_cava']","[518.0, 2306.0, 3347.0, 3132.0, 0.0]"
1242,"['Glia', 'Basement_membrane', 'Parasympathetic_nervous_system', 'Parasympathetic_nervous_system', 'Nutrient']","[2177.0, 1453.0, 1629.0, 3325.0, 0.0]"
1243,"['Thymus', 'Stratum_basale', 'Neuron', 'Lacrimal_gland', 'Neural_circuit']","[3404.0, 1655.0, 1372.0, 3196.0, 0.0]"
1244,"['Gallbladder', 'Urinary_cast', 'Mucous_membrane', 'Merkel_cell', 'Soma_(biology)']","[2570.0, 341.0, 960.0000000000001, 1059.0, 0.0]"
1245,"['Artery', 'Mucous_membrane', 'Reproductive_success', 'Platelet', 'Bone_marrow']","[1479.0, 2122.0, 1064.0, 2311.0, 0.0]"
1246,"['Synapse', 'Liver', 'Parasympathetic_nervous_system', 'Ceruminous_gland', 'Mucous_membrane']","[85.0, 3400.0, 1073.0, 2615.0, 0.0]"
1247,"['Tissue_(biology)', 'Integumentary_system', 'Smooth_muscle', 'Blood_plasma', 'Root_of_the_lung']","[2045.0000000000002, 574.0, 3589.0, 92.0, 0.0]"
1248,"['Spleen', 'Urinary_retention', 'Skeletal_muscle', 'Stratum_corneum', 'Pleural_cavity']","[219.0, 493.00000000000006, 583.0, 2951.0, 0.0]"
1249,"['Human_skeleton', 'Stratum_basale', 'Lymphocyte', 'Reproductive_biology', 'Pulmonary_pleurae']","[2784.0, 1565.0, 2969.0, 3314.0, 0.0]"
